Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating,Free Bikes
,,,,Pizzeria Golden Rax Pizzabuffet,Not Listed,pizza,Pizza,60.212,25.083,6.0,0.0
The Lucky Bastard,0.9229438768912454,Affordable,The Lucky Bastard,,,13003,Bar,60.212,25.083,6.8,0.0
Classic Pizza Restaurant,0.956008340876762,Most Affordable,,,,13032,"Cafe, Coffee, And Tea House",60.212,25.083,7.2,0.0
Hanko Sushi Itäkeskus,0.035012285012285,Affordable,,,,13276,Sushi Restaurant,60.212,25.083,5.9,0.0
Espresso House,0.916680137074874,Most Affordable,,,,13035,Coffee Shop,60.212,25.083,5.8,0.0
Hanko Sushi Itäkeskus,0.0,Not Listed,,,,13276,Sushi Restaurant,60.212,25.083,0.0,0.0
,,,,Johto Cafe,Not Listed,sushi,Sushi Bars,60.212,25.084,10.0,0.0
,,,,Kebab Palace,Not Listed,kebab,Kebab,60.212,25.084,7.0,0.0
,,,,Olive Garden,Not Listed,buffets,Buffets,60.212,25.084,4.0,0.0
,,,,Rodos,Most Affordable,greek,Greek,60.212,25.084,6.0,0.0
,,,,Royal Palace,Affordable,chinese,Chinese,60.212,25.084,6.0,0.0
Oriental Palace Oy,0.0,Not Listed,,,,13065,Restaurant,60.212,25.084,0.0,0.0
Bar Puotila,0.5018508340876762,Affordable,,,,13015,Karaoke Bar,60.212,25.096,0.0,8.0
HSL 4513 Puotilan ostoskeskus,0.949017199017199,Not Listed,,,,19043,Bus Stop,60.212,25.097,0.0,0.0
Kotirouva,0.4846598991335833,Not Listed,,,,13065,Restaurant,60.212,25.097,0.0,0.0
Hammaslääkär Linden Elise,0.0,Not Listed,,,,15007,Dentist,60.212,25.105,0.0,0.0
Puotilan Kartano,0.9865430622009568,Not Listed,Puotilan Kartano,Puotilan Kartano,Expensive,13065,Restaurant,60.212,25.107,7.0,0.0
Cafe Svenkka,0.9562023147549464,Most Affordable,,,,13034,Café,60.212,25.107,7.6,0.0
P & S Crew Oy,0.0,Not Listed,,,,13065,Restaurant,60.212,25.107,0.0,0.0
HSL 4579 Satamasaarentie,0.2850042027673606,Not Listed,,,,19043,Bus Stop,60.212,25.135,0.0,0.0
,,,,Vuosaaren koirapuisto,Not Listed,dog_parks,Dog Parks,60.212,25.137,6.0,0.0
,,,,,,,,60.212,25.153,2.5561569451742865,1.0
HSL 4631 Majakanvartijankatu,0.1064593301435406,Not Listed,,,,19043,Bus Stop,60.212,25.171,0.0,0.0
,,,,Palokaivon koirapuisto,Not Listed,dog_parks,Dog Parks,60.213,24.799,8.0,0.0
HSL E1114 Alberganesplanadi,0.7252050528883967,Not Listed,,,,19043,Bus Stop,60.213,24.81,0.0,0.0
Tastory Q4A,0.9752491934318872,Not Listed,,,,13030,Buffet,60.213,24.812,0.0,3.0
HSL E1119 Linnoitustie 4,0.4150334665575191,Not Listed,,,,19043,Bus Stop,60.213,24.812,0.0,3.0
HSL E1118 Säteri,0.9722636875812588,Not Listed,,,,19043,Bus Stop,60.213,24.815,0.0,0.0
,,,,,,,,60.213,24.82,2.5561569451742865,18.0
Subway,0.0,Not Listed,Subway,,,13039,Deli,60.213,24.822,0.0,0.0
Robert's Coffee Sello,0.0,Not Listed,,,,13034,Café,60.213,24.822,0.0,0.0
HSL E1155 Everstinkatu,0.9808349785717724,Not Listed,,,,19043,Bus Stop,60.213,24.827,0.0,0.0
HSL E1165 Majurinpolku,0.2893372498033739,Not Listed,,,,19043,Bus Stop,60.213,24.831,0.0,0.0
Talinhuipun palveluskoirien koulutuskenttä,0.4249240268977111,Not Listed,,,,16033,Dog Park,60.213,24.847,0.0,0.0
Tennis-Bistro,0.939350834087676,Most Affordable,,,,13034,Café,60.213,24.875,0.0,0.0
Oy BR-Yhtiöt Ab,0.0,Not Listed,,,,13065,Restaurant,60.213,24.876,0.0,0.0
Hsl 1441,0.4488313073839389,Not Listed,,,,19043,Bus Stop,60.213,24.879,0.0,0.0
Haagan koirapuisto,0.3790734514418725,Not Listed,,,,16033,Dog Park,60.213,24.887,0.0,0.0
HSL 1941 Kivihaka,0.5457778352515195,Not Listed,,,,19043,Bus Stop,60.213,24.903,0.0,0.0
Hammaslääkäri Aino Marttinen,0.0,Not Listed,,,,15007,Dentist,60.213,24.904,0.0,0.0
HSL 2200 Posti 1,0.3473829690934954,Not Listed,,,,19043,Bus Stop,60.213,24.917,0.0,0.0
,,,,Eurest Postelli,Most Affordable,restaurants,Restaurants,60.213,24.918,3.0,0.0
,,,,Pizza Express,Not Listed,"pizza, kebab","Pizza, Kebab",60.213,24.944,6.0,1.0
HSL 2437/2438/2439 Käpylänaukio,0.9823483770852192,Not Listed,,,,19043,Bus Stop,60.213,24.944,0.0,1.0
Ristorante Ravello,0.960510151299625,Affordable,,,,13236,Italian Restaurant,60.213,24.944,0.0,1.0
,,,,Thai Curry,Not Listed,thai,Thai,60.213,24.957,8.0,0.0
Meelom,0.9509407733091942,Affordable,,,,13352,Thai Restaurant,60.213,24.957,0.0,0.0
Cafe Sose,0.932585995085995,Most Affordable,,,,13034,Café,60.213,24.957,7.1,0.0
HSL 3082 Joukolan puisto,0.9756643605327816,Not Listed,,,,19043,Bus Stop,60.213,24.959,0.0,0.0
,,,,,,,,60.213,24.97,2.5561569451742865,0.0
HSL 3046 Annalantie,0.9248270399586188,Not Listed,,,,19043,Bus Stop,60.213,24.975,0.0,0.0
Hsl 4065,0.9670244407086512,Not Listed,,,,19043,Bus Stop,60.213,25.042,0.0,0.0
Ravintola Kirkuk,0.9926209103840684,Not Listed,Ravintola Kuu,,,13296,Kurdish Restaurant,60.213,25.081,6.8,0.0
Ravitola Newroz 21,0.9917561101771628,Affordable,,,,13309,Middle Eastern Restaurant,60.213,25.081,7.6,0.0
,,,,Classic Pizza,Affordable,pizza,Pizza,60.213,25.084,6.0,0.0
,,,,Subway,Affordable,"hotdogs, sandwiches","Fast Food, Sandwiches",60.213,25.084,4.6,0.0
Robert' s Coffee,0.9935665330402172,Most Affordable,,,,13034,Café,60.213,25.084,6.6,0.0
,,,,McDonald's,Most Affordable,"hotdogs, burgers","Fast Food, Burgers",60.213,25.085,6.0,0.0
Speakeasy,0.9936877667140824,Most Affordable,,,,13388,Wings Joint,60.213,25.085,0.0,0.0
,,,,Pasta Box,Not Listed,italian,Italian,60.213,25.086,6.0,0.0
,,,,Ristorante Momento,Not Listed,italian,Italian,60.213,25.086,5.4,0.0
,,,,Suola ja pippuri,Affordable,scandinavian,Scandinavian,60.213,25.086,8.0,0.0
HSL 4515 Leikkimäki,0.4119843527738264,Not Listed,,,,19043,Bus Stop,60.213,25.095,0.0,0.0
,,,,Comviet,Affordable,vietnamese,Vietnamese,60.213,25.096,6.0,0.0
,,,,Pikkulintu,Affordable,beerbar,Beer Bar,60.213,25.096,9.2,0.0
,,,,Puotilan Pizzeria,Most Affordable,kebab,Kebab,60.213,25.096,6.0,0.0
Pub Vivaldi,0.9228064787275312,Most Affordable,,,,13018,Pub,60.213,25.096,0.0,0.0
Musaluokka,0.2893928617612828,Affordable,,,,13015,Karaoke Bar,60.213,25.1,0.0,0.0
,,,,,,,,60.213,25.106,2.5561569451742865,4.0
Puotilan kartanon puiston koirapuisto,0.9502457002457002,Not Listed,,,,16033,Dog Park,60.213,25.109,0.0,0.0
HSL 4686 Koukkusaarentie,0.2914538342169921,Not Listed,,,,19043,Bus Stop,60.213,25.134,0.0,0.0
Vuosaaren koirapuisto,0.3361971421181947,Not Listed,Vuosaaren koirapuisto,,,16033,Dog Park,60.213,25.141,0.0,0.0
HSL 4637 Punakiventie,0.8548832923832924,Not Listed,,,,19043,Bus Stop,60.213,25.147,0.0,0.0
HSL 4636 Punakiventie,0.5346324195008405,Not Listed,,,,19043,Bus Stop,60.213,25.148,0.0,0.0
HSL 4606 Satamakaari,0.9750581921634554,Not Listed,,,,19043,Bus Stop,60.213,25.17,0.0,0.0
,,,,,,,,60.214,24.806,2.5561569451742865,2.0
BAD Säteri 6,0.9273205887545948,Not Listed,,,,13065,Restaurant,60.214,24.809,0.0,0.0
Hsl E1174,0.0408661177188167,Not Listed,,,,19043,Bus Stop,60.214,24.81,0.0,0.0
BAD Säteri 6,0.9764209242227252,Not Listed,,,,13065,Restaurant,60.214,24.81,0.0,0.0
HSL E1112 Säterinkatu,0.2564164299128424,Not Listed,,,,19043,Bus Stop,60.214,24.811,0.0,0.0
"HSL E1162 Säteri, Laituri 2",0.9703696569878492,Not Listed,,,,19043,Bus Stop,60.214,24.817,0.0,0.0
HSL E1161 Yhdyskunnanmäki,0.7362000609942055,Not Listed,,,,19043,Bus Stop,60.214,24.82,0.0,0.0
Pub YNWA,0.9591499333879072,Most Affordable,,,,13018,Pub,60.214,24.822,0.0,0.0
HSL E1164 Majurinpolku,0.9899199049774482,Not Listed,,,,19043,Bus Stop,60.214,24.828,0.0,0.0
,,,,Mero-Nepal,Not Listed,himalayan,Himalayan/Nepalese,60.214,24.874,7.0,0.0
Wokkiboxi,0.0961544678649941,Most Affordable,,,,13315,Noodle Restaurant,60.214,24.879,0.0,0.0
McDonald's,0.9965165524376052,Most Affordable,McDonald's,McDonald's,Most Affordable,13031,Burger Joint,60.214,24.88,5.2,0.0
,,,,Etelä-Haagan kirjasto,Not Listed,libraries,Libraries,60.214,24.892,7.6,0.0
Helsingin kaupunki Etelä-Haagan kirjasto,0.9764240915556704,Not Listed,,,,12080,Library,60.214,24.892,6.7,0.0
Pub Päätön Kana,0.9791316436053276,Most Affordable,Päätön Kana,,,13010,Dive Bar,60.214,24.944,6.5,0.0
Ravintola Nyyrikki,0.5661046812362602,Not Listed,Ravintola Nyyrikki,,,13065,Restaurant,60.214,24.944,0.0,0.0
Taverna Pohjan Akka,0.9818715246346824,Affordable,,,,13336,Scandinavian Restaurant,60.214,24.944,0.0,0.0
,,,,Nyyrikki,Expensive,restaurants,Restaurants,60.214,24.945,6.6,0.0
,,,,Päätön Kana,Not Listed,pubs,Pubs,60.214,24.945,8.0,0.0
,,,,Ravintola Nyyrikki,Not Listed,comfortfood,Comfort Food,60.214,24.945,6.0,0.0
HSL 3090/3091 Väinölänkuja,0.971008987456356,Not Listed,,,,19043,Bus Stop,60.214,24.958,0.0,0.0
,,,,,,,,60.214,24.959,2.5561569451742865,13.0
,,,,,,,,60.214,24.98,2.5561569451742865,16.0
Pornaistenniemen koira-aitaus,0.5556543385490754,Not Listed,,,,16033,Dog Park,60.214,24.986,0.0,0.0
Hsl 4069,0.9193068666752876,Not Listed,,,,19043,Bus Stop,60.214,25.042,0.0,0.0
Ladan osuuskunta,0.0,Not Listed,,,,13065,Restaurant,60.214,25.081,0.0,0.0
Puotinharjun Puhos Oy,0.9990139661192292,Not Listed,,,,11145,Real Estate Service,60.214,25.083,5.1,0.0
Halkout Oy,0.0,Not Listed,,,,13065,Restaurant,60.214,25.083,0.0,0.0
PlayPoint Park,0.1417383292383292,Not Listed,,,,10001,Amusement Park,60.214,25.088,0.0,0.0
HSL 4341 Vanhanlinnantie,0.6677389111599638,Not Listed,,,,19043,Bus Stop,60.214,25.088,0.0,0.0
,,,,,,,,60.214,25.134,2.5561569451742865,4.0
Vuosaaren koirapuisto,0.3520949178843915,Not Listed,Vuosaaren koirapuisto,,,16033,Dog Park,60.214,25.141,0.0,0.0
,,,,,,,,60.214,25.147,2.5561569451742865,13.0
,,,,,,,,60.215,24.8,2.5561569451742865,5.0
Ruusulinnan Hammashoitola,0.9908187669539816,Not Listed,,,,15007,Dentist,60.215,24.807,0.0,0.0
Mezza,0.9848798574661722,Affordable,,,,13302,Mediterranean Restaurant,60.215,24.812,8.8,0.0
Ravintola Mezza - Välimerellinen ravintola,0.0,Not Listed,,,,13302,Mediterranean Restaurant,60.215,24.812,0.0,0.0
Benessere Cafe Ristorante,0.0,Not Listed,,,,13236,Italian Restaurant,60.215,24.812,0.0,0.0
,,,,,,,,60.215,24.827,2.5561569451742865,30.0
Ravintola Raviini,0.9759393910210108,Not Listed,Ravintola Raviini,,,13065,Restaurant,60.215,24.84,0.0,0.0
Grill & Café Keula,0.0526155278406446,Most Affordable,,,,13145,Fast Food Restaurant,60.215,24.84,0.0,0.0
Ravintola Monte,0.8463267042262564,Not Listed,Ravintola Mode,,,13065,Restaurant,60.215,24.841,0.0,0.0
Pub Saluuna,0.0380250718287025,Most Affordable,,,,13018,Pub,60.215,24.841,0.0,0.0
Pub Raviata,0.0858573698656522,Most Affordable,,,,13018,Pub,60.215,24.841,0.0,0.0
,,,,Blancco,Not Listed,buffets,Buffets,60.215,24.876,6.0,0.0
Ravintola Blancco,0.9708715892926418,Affordable,Ravintola Han,,,13030,Buffet,60.215,24.876,5.4,0.0
Subway,0.9659171731540152,Most Affordable,Subway,Subway,Most Affordable,13039,Deli,60.215,24.876,6.95,0.0
HSL Höyläämötie 1515,0.0697578559420664,Not Listed,,,,19043,Bus Stop,60.215,24.879,0.0,0.0
Restaurant Bravo,0.9346712142764776,Not Listed,,,,13065,Restaurant,60.215,24.88,0.0,0.0
,,,,Hao Shi,Not Listed,chinese,Chinese,60.215,24.881,8.0,0.0
Ravintola 91.1,0.9356249191775508,Not Listed,Ravintola 91.1,,,13030,Buffet,60.215,24.881,0.0,0.0
Suola ja Pippuri,0.4784931462563041,Not Listed,Suola ja pippuri,,,13134,Comfort Food Restaurant,60.215,24.881,0.0,0.0
HSL 1627 Vihdintie,0.968358011121169,Not Listed,,,,19043,Bus Stop,60.215,24.887,0.0,0.0
Gaius-Säätiö / Heseva-lounasravintola,0.9573580757791283,Not Listed,,,,13065,Restaurant,60.215,24.955,7.2,0.0
Vauvauinti Kultakalat,0.9524683175998966,Not Listed,,,,18076,Swim School,60.215,24.955,0.0,0.0
,,,,Karelia,Not Listed,venues,Venues & Event Spaces,60.215,24.957,8.0,0.0
Ravintola Karelia,0.069377990430622,Most Affordable,Ravintola Carelia,,,13049,Diner,60.215,24.957,0.0,0.0
,,,,Social Food,Affordable,catering,Caterers,60.215,24.958,6.0,0.0
Koskelan Hammaslääkäriasema Oy,0.6952589551273762,Not Listed,,,,15007,Dentist,60.215,24.961,0.0,0.0
HSL 3065/3066 Valtimontie,0.9542706582180266,Not Listed,,,,19043,Bus Stop,60.215,24.965,0.0,0.0
Berghyddan,0.9495587094271304,Not Listed,Berghyddan,Berghyddan,Not Listed,13065,Restaurant,60.215,24.979,10.0,0.0
Thiitsoob Thiitsoob,0.7175012931591879,Affordable,,,,13377,Vegan And Vegetarian Restaurant,60.215,24.985,0.0,0.0
,,,,,,,,60.215,25.044,2.5561569451742865,3.0
Hsl 4252,0.8457907668433984,Not Listed,,,,19043,Bus Stop,60.215,25.059,0.0,0.0
Tandläkare Kristina Floman,0.0,Not Listed,,,,15007,Dentist,60.215,25.082,0.0,0.0
HSL 4281 Vanhanlinnantie,0.9648583990689252,Not Listed,,,,19043,Bus Stop,60.215,25.086,0.0,0.0
HSL 4340 Vanhanlinnantie,0.8504461399198241,Not Listed,,,,19043,Bus Stop,60.215,25.089,0.0,0.0
,,,,,,,,60.215,25.091,2.5561569451742865,2.0
HSL 4342 Puotila,0.8731249191775508,Not Listed,,,,19043,Bus Stop,60.215,25.093,0.0,0.0
HSL 4299 Puotila,0.2221970774602353,Not Listed,,,,19043,Bus Stop,60.215,25.094,0.0,0.0
Pizza Kebab Puotilan Säde,0.8268944782102677,Most Affordable,,,,13064,Pizzeria,60.215,25.095,0.0,0.0
Pizza Kebab Puotilan Säde,0.9025847019268072,Most Affordable,,,,13064,Pizzeria,60.215,25.095,0.0,0.0
Jamo's,0.9051467735678262,Affordable,,,,13072,Asian Restaurant,60.215,25.096,0.0,0.0
HSL 4516 Kuutsalontie,0.2029128410707358,Not Listed,,,,19043,Bus Stop,60.215,25.104,0.0,0.0
HSL 4582 Koukkusaarenpolku,0.6774537695590327,Not Listed,,,,19043,Bus Stop,60.215,25.134,0.0,0.0
Vuelta de Vuosaari,0.4588775378249062,Not Listed,,,,16019,Hiking Trail,60.215,25.148,0.0,0.0
,,,,,,,,60.216,24.819,2.5561569451742865,21.0
,,,,,,,,60.216,24.822,2.5561569451742865,12.0
Faminera Oy,0.0,Not Listed,,,,13065,Restaurant,60.216,24.825,0.0,0.0
Poutamäen koira-aitaus,0.2665847665847666,Not Listed,,,,16033,Dog Park,60.216,24.858,0.0,0.0
,,,,Ravintola Talin Kartano,Affordable,scandinavian,Scandinavian,60.216,24.865,8.0,0.0
Ravintola Factory Tali,0.9661111470321996,Not Listed,,,,13065,Restaurant,60.216,24.869,0.0,0.0
HSL 1517 Valimotie,0.957438898228372,Not Listed,,,,19043,Bus Stop,60.216,24.875,0.0,0.0
,,,,Valimon Kebab Pizzeria,Not Listed,pizza,Pizza,60.216,24.876,8.0,0.0
Ravintola Valimon Kulma,0.9340892926419242,Not Listed,,,,13030,Buffet,60.216,24.876,0.0,0.0
JH Hammastuote Oy,0.0,Not Listed,,,,15007,Dentist,60.216,24.88,0.0,0.0
Levymuovi Oy,0.1762575973102289,Not Listed,,,,11024,Chemicals And Gasses Manufacturer,60.216,24.88,0.0,0.0
Nordic Light,0.95789958618906,Not Listed,,,,13065,Restaurant,60.216,24.882,0.0,0.0
HSL 1562 Karvaamokuja,0.0472730505625242,Not Listed,,,,19043,Bus Stop,60.216,24.883,0.0,0.0
HSL 1628 Riistavuori,0.5669694814431656,Not Listed,,,,19043,Bus Stop,60.216,24.889,0.0,0.0
HSL 1666 Haagan Urheilukenttä,0.459079593948015,Not Listed,,,,19043,Bus Stop,60.216,24.893,0.0,0.0
HSL 1665 Palokaivon aukio,0.8098409414198888,Not Listed,,,,19043,Bus Stop,60.216,24.897,0.0,0.0
,,,,Famia,Affordable,sushi,Sushi Bars,60.216,24.898,6.0,0.0
Famia Sushibar,0.9444103194103194,Affordable,,,,13276,Sushi Restaurant,60.216,24.898,7.1,0.0
HSL 1645 Palokaivon Aukio,0.9097940643993278,Not Listed,,,,19043,Bus Stop,60.216,24.898,0.0,0.0
HSL 2202 Posti 2,0.1819555799818957,Not Listed,,,,19043,Bus Stop,60.216,24.918,0.0,0.0
Cafe Saurahuone,0.9660464890728048,Most Affordable,,,,13035,Coffee Shop,60.216,24.954,7.8,0.0
Kotipizza,0.9731750290960818,Most Affordable,Kotipizza,,,13064,Pizzeria,60.216,24.955,0.0,0.0
,,,,Käpylän Lippakioski,Most Affordable,kiosk,Kiosk,60.216,24.955,9.6,0.0
,,,,Käpylän Pizza Kebab Palvelu,Most Affordable,pizza,Pizza,60.216,24.958,6.4,0.0
HSL 3048 Tekniikan museo,0.9593463080305186,Not Listed,,,,19043,Bus Stop,60.216,24.98,0.0,0.0
Ravintola Koskenranta,0.9653190870296132,Not Listed,,,,13065,Restaurant,60.216,24.985,5.9,0.0
HSL 4253 Kauppamyllyntie,0.845782684598474,Not Listed,,,,19043,Bus Stop,60.216,25.064,0.0,0.0
Hammaslaboratorio Tilles Ky,0.3143023406181301,Not Listed,,,,15007,Dentist,60.216,25.082,0.0,0.0
HSL 4343 Puotila,0.9369665718349928,Not Listed,,,,19043,Bus Stop,60.216,25.092,0.0,0.0
Merikorttikujan kääntöpaikka,0.9568488943488944,Not Listed,,,,19043,Bus Stop,60.216,25.13,0.0,0.0
HSL 4639 Lokkisaarentie,0.5708732057416268,Not Listed,,,,19043,Bus Stop,60.216,25.147,0.0,0.0
HSL 4638 Lokkisaarentie,0.7516649424544162,Not Listed,,,,19043,Bus Stop,60.216,25.148,0.0,0.0
Kerhohuone,0.2418099227941766,Expensive,,,,13016,Lounge,60.217,24.785,0.0,0.0
HSL E1827 Trillakatu,0.9752812956453348,Not Listed,,,,19043,Bus Stop,60.217,24.787,0.0,0.0
,,,,,,,,60.217,24.806,2.5561569451742865,12.0
,,,,Chopsticks,Affordable,japanese,Japanese,60.217,24.81,6.0,0.0
,,,,Curry Palace,Affordable,indpak,Indian,60.217,24.811,8.0,0.0
Ravintola Base,0.9967897786552384,Affordable,Ravintola Base,,,13065,Restaurant,60.217,24.811,6.0,0.0
Nepal Palace,0.9942216015794288,Affordable,,,,13199,Indian Restaurant,60.217,24.811,0.0,0.0
Naughty BRGR,0.9954414856904384,Most Affordable,,,,13031,Burger Joint,60.217,24.811,0.0,0.0
,,,,,,,,60.217,24.812,2.5561569451742865,9.0
"Burger King Espoo, Sello",0.1986324457071315,Most Affordable,,,,13065,Restaurant,60.217,24.813,0.0,0.0
Subway,0.0,Not Listed,Subway,,,13039,Deli,60.217,24.814,0.0,0.0
Antell Alberga,0.9597759265501355,Not Listed,,,,13065,Restaurant,60.217,24.815,0.0,0.0
Tommi's Kitchen,0.9588128601467072,Not Listed,,,,13065,Restaurant,60.217,24.819,0.0,0.0
HSL E1168 Komentajankatu,0.9658913982119068,Not Listed,,,,19043,Bus Stop,60.217,24.821,0.0,0.0
HSL E1166 Perkkaankuja,0.9623601547326688,Not Listed,,,,19043,Bus Stop,60.217,24.825,0.0,0.0
HSL E1169 Perkkaankuja,0.1995634098971124,Not Listed,,,,19043,Bus Stop,60.217,24.825,0.0,0.0
Talinhuipun Koirapuisto,0.4833020819862925,Not Listed,,,,16033,Dog Park,60.217,24.848,0.0,0.0
Talinhuipun Kuntorata,0.2896676580887107,Not Listed,,,,16019,Hiking Trail,60.217,24.849,0.0,0.0
Puro Bar & Bistro,0.9809097374886848,Not Listed,,,,13027,Bistro,60.217,24.869,0.0,0.0
HSL 1519 Takomotie,0.2388465020043967,Not Listed,,,,19043,Bus Stop,60.217,24.869,0.0,0.0
Ravintola West Beverly,0.9336286046812362,Most Affordable,,,,13099,Chinese Restaurant,60.217,24.869,5.1,0.0
HSL 1518 Takomotie,0.9734902366481314,Not Listed,,,,19043,Bus Stop,60.217,24.87,0.0,0.0
Pyhätunturin Jukamatuvat Oy,0.0,Not Listed,,,,13065,Restaurant,60.217,24.88,0.0,0.0
Huuva Pitäjänmäki,0.1008340876761929,Most Affordable,,,,13145,Fast Food Restaurant,60.217,24.882,0.0,0.0
Arabica Ravintola,0.2462660028449502,Affordable,,,,13309,Middle Eastern Restaurant,60.217,24.882,0.0,0.0
,,,,Mardin,Most Affordable,pizza,Pizza,60.217,24.89,6.0,0.0
Mardin Pizzeria,0.8135345273503168,Most Affordable,,,,13064,Pizzeria,60.217,24.89,0.0,0.0
HSL 1668 Angervotie,0.0113151428940902,Not Listed,,,,19043,Bus Stop,60.217,24.891,0.0,0.0
,,,,,,,,60.217,24.9,2.5561569451742865,4.0
Rosas Pizzeria,0.6515663390663391,Not Listed,Rosas Pizzeria,Rosas Pizzeria,Not Listed,13065,Restaurant,60.217,24.904,6.6,0.0
HSL 1674 Laajasuontie,0.457325746799431,Not Listed,,,,19043,Bus Stop,60.217,24.905,0.0,0.0
HSL 1675 Laajasuontie,0.926839518944782,Not Listed,,,,19043,Bus Stop,60.217,24.905,0.0,0.0
HSL 2201 Posti 2,0.8410949825423509,Not Listed,,,,19043,Bus Stop,60.217,24.918,0.0,0.0
Louhenpuiston koira-aitaus,0.9200746799431012,Not Listed,,,,16033,Dog Park,60.217,24.943,0.0,0.0
,,,,,,,,60.217,24.954,2.5561569451742865,8.0
HSL 3135/3136 Käpylän paloasema,0.9492111728953834,Not Listed,,,,19043,Bus Stop,60.217,24.957,0.0,0.0
HSL 3092 Koskelan sairaala,0.9556769688348636,Not Listed,,,,19043,Bus Stop,60.217,24.959,0.0,0.0
HSL 3093 Koskelan sairaala,0.9187249450407344,Not Listed,,,,19043,Bus Stop,60.217,24.96,0.0,0.0
HSL 3084 Kunnalliskodintie,0.9203090650459071,Not Listed,,,,19043,Bus Stop,60.217,24.967,0.0,0.0
HSL 3070 Vanhakaupunki,0.9427453769559032,Not Listed,,,,19043,Bus Stop,60.217,24.978,0.0,0.0
HSL 3069 Vanhakaupunki,0.9581743825164878,Not Listed,,,,19043,Bus Stop,60.217,24.981,0.0,0.0
,,,,,,,,60.217,24.984,2.5561569451742865,19.0
,,,,Koskenranta,Affordable,restaurants,Restaurants,60.217,24.985,7.0,0.0
HSL 4345 Rantakartanontie,0.9278417173154015,Not Listed,,,,19043,Bus Stop,60.217,25.097,0.0,0.0
,,,,Vartiokylänlahti,Not Listed,recreation,Recreation Centers,60.217,25.118,7.6,0.0
HSL 4584 Merikorttitie,0.9610597439544808,Not Listed,,,,19043,Bus Stop,60.217,25.133,0.0,0.0
Espoon kaupunki Kilon terveysasema,0.986163946004077,Not Listed,,,,15007,Dentist,60.218,24.786,0.0,0.0
,,,,Hesburger,Not Listed,"burgers, hotdogs","Burgers, Fast Food",60.218,24.808,4.0,0.0
,,,,Lime Leaf,Affordable,thai,Thai,60.218,24.808,5.8,0.0
Ravintola Lime Leaf,0.9900162116177912,Affordable,Ravintola Lef,,,13032,"Cafe, Coffee, And Tea House",60.218,24.808,5.9,0.0
,,,,Ristorante Il Gabbiano,Affordable,italian,Italian,60.218,24.808,7.4,0.0
,,,,Smoker's Beer & BBQ,Not Listed,bbq,Barbeque,60.218,24.808,4.0,0.0
Il Gabbiano,0.989952007190896,Affordable,,,,13236,Italian Restaurant,60.218,24.808,5.4,0.0
Pancho Villa,0.9876085456092196,Most Affordable,,,,13303,Mexican Restaurant,60.218,24.808,0.0,0.0
Sizzle Station,0.9776729105471822,Affordable,,,,13289,Korean Restaurant,60.218,24.808,0.0,0.0
chopCHOP,0.957063289513812,Affordable,,,,13072,Asian Restaurant,60.218,24.809,0.0,0.0
Fuku Supreme,0.9895667806295244,Affordable,Fuku Supreme,Fuku Supreme,Affordable,13263,Japanese Restaurant,60.218,24.81,7.45,0.0
,,,,Kotipizza,Most Affordable,pizza,Pizza,60.218,24.81,5.0,0.0
,,,,Sellon kirjasto,Not Listed,libraries,Libraries,60.218,24.81,8.0,0.0
Espoon kaupunki Sellon kirjasto,0.5779915509045316,Not Listed,,,,12080,Library,60.218,24.81,8.0,0.0
William K. Sello,0.9980096627662476,Expensive,,,,13006,Beer Bar,60.218,24.81,6.5,0.0
Mandarin Palace,0.99144476011621,Affordable,Mandarin Palace,,,13099,Chinese Restaurant,60.218,24.811,4.8,0.0
Hanko Aasia,0.9752331423251632,Affordable,,,,13276,Sushi Restaurant,60.218,24.811,6.4,0.0
,,,,Chico's,Affordable,tradamerican,American,60.218,24.812,6.4,0.0
,,,,Classic Pizza,Affordable,pizza,Pizza,60.218,24.812,8.6,0.0
,,,,Mandarin Palace,Affordable,chinese,Chinese,60.218,24.812,5.6,0.0
,,,,Ravintola Base,Affordable,restaurants,Restaurants,60.218,24.812,7.2,0.0
Hesburger Sello,0.96813855315324,Affordable,,,,13145,Fast Food Restaurant,60.218,24.812,4.7,0.0
Fafa's,0.0671578305324152,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.218,24.813,0.0,0.0
,,,,Hesburger,Most Affordable,"burgers, hotdogs","Burgers, Fast Food",60.218,24.813,6.6,0.0
,,,,Rax,Most Affordable,"pizza, buffets","Pizza, Buffets",60.218,24.813,3.0,0.0
,,,,Stadin Kebab,Most Affordable,hotdogs,Fast Food,60.218,24.813,6.6,0.0
,,,,William K.,Affordable,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.218,24.813,5.2,0.0
HSL E1129 Ratsutori,0.6654949358758286,Not Listed,,,,19043,Bus Stop,60.218,24.813,0.0,0.0
,,,,Picnic,Not Listed,coffee,Coffee & Tea,60.218,24.814,6.0,0.0
HSL E1113 Sokerilinnantie,0.438773053402032,Not Listed,,,,19043,Bus Stop,60.218,24.814,0.0,0.0
Hammaslääkäri Anne Keinänen,0.0,Not Listed,,,,15007,Dentist,60.218,24.814,0.0,0.0
HSL E1170 Perkkaanportti,0.4527535673584693,Not Listed,,,,19043,Bus Stop,60.218,24.818,0.0,0.0
