Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Popularity_mean,Popularity_min,Popularity_max
HSL E1025 Leppävaaran as. Laituri 15,19043,Bus Stop,60.219255,24.812495,918,0.9648480762748592,Not Listed,Not Rated,558.0,92,924,16,0.9648480762748592,0.9648480762748592,0.9648480762748592
Hsl Kuljettajatila,19042,Bus Station,60.218761,24.812986,928,0.2543137349320236,Not Listed,Not Rated,551.3333333333334,50,946,18,0.2543137349320236,0.2543137349320236,0.2543137349320236
HSL E1113 Sokerilinnantie,19043,Bus Stop,60.217752,24.814447,941,0.438773053402032,Not Listed,Not Rated,550.0,120,976,17,0.438773053402032,0.438773053402032,0.438773053402032
Ravintola Amar,13199,Indian Restaurant,60.221188,24.810218,945,0.9603537663921928,Affordable,Not Rated,546.7333333333333,170,945,14,0.9603537663921929,0.9603537663921928,0.9603537663921928
HSL Leppävaaran linja-autoterminaali,19042,Bus Station,60.219347,24.811478,960,0.995553843437505,Not Listed,Not Rated,566.8333333333334,146,978,18,0.995553843437505,0.995553843437505,0.995553843437505
HSL E1027 Leppävaaran as. Laituri 13,19043,Bus Stop,60.219347,24.811478,960,0.988764225293334,Not Listed,Not Rated,566.8333333333334,146,978,18,0.988764225293334,0.988764225293334,0.988764225293334
HSL E1031 Läkkisepänkuja,19043,Bus Stop,60.221224,24.809633,968,0.2475883212147477,Not Listed,Not Rated,552.8,192,968,15,0.2475883212147477,0.2475883212147477,0.2475883212147477
HSL E1037 Leppävaaran as. Laituri 23,19043,Bus Stop,60.218924,24.81143,988,0.9775766039068394,Not Listed,Not Rated,584.3157894736842,137,988,19,0.9775766039068393,0.9775766039068394,0.9775766039068394
HSL E1029 Leppävaaran as. Laituri 12,19043,Bus Stop,60.219355,24.810789,993,0.9950402080223432,Not Listed,Not Rated,549.2352941176471,178,993,17,0.9950402080223432,0.9950402080223432,0.9950402080223432
Van Form Oy,13065,Restaurant,60.221154,24.812658,813,,Not Listed,Not Rated,822.0,813,831,2,,,
Hammaslääkäri Anne Keinänen,15007,Dentist,60.217912,24.814478,927,,Not Listed,Not Rated,958.0,927,989,2,,,
McDonald's,13145,Fast Food Restaurant,60.162177,24.710689,785,0.997817049485562,Most Affordable,7.1,681.0,577,785,2,0.997817049485562,0.997817049485562,0.997817049485562
Momotoko,13272,Ramen Restaurant,60.161683,24.737244,698,0.9797595544212774,Not Listed,7.0,612.4545454545455,102,994,11,0.9797595544212773,0.9797595544212774,0.9797595544212774
Hanko Sushi,13276,Sushi Restaurant,60.161599,24.737573,714,0.9526492351647646,Affordable,6.7,574.3,100,904,10,0.9526492351647647,0.9526492351647646,0.9526492351647646
Orient Express,13356,Turkish Restaurant,60.16044,24.738314,747,0.9975120784578096,Affordable,6.7,690.0,130,997,14,0.9975120784578096,0.9975120784578096,0.9975120784578096
Curry Leaf,13072,Asian Restaurant,60.166411,24.734053,823,0.96059453299305,Affordable,6.4,680.7142857142857,117,969,13,0.96059453299305,0.96059453299305,0.96059453299305
Bauhaus,11076,Home Improvement Service,60.159873,24.711592,734,0.9978973050191812,Not Listed,6.4,683.0,632,734,2,0.9978973050191812,0.9978973050191812,0.9978973050191812
Decanter Wine Bar & Shop,13025,Wine Bar,60.162167,24.738232,762,0.1142517776600696,Affordable,6.2,569.2,27,933,10,0.1142517776600696,0.1142517776600696,0.1142517776600696
O'Learys Iso Omena,13068,American Restaurant,60.159698,24.738207,748,0.9981220205133144,Affordable,6.0,640.0833333333334,116,991,12,0.9981220205133144,0.9981220205133144,0.9981220205133144
Puosun Grilli,13145,Fast Food Restaurant,60.162199,24.739547,834,0.9716055922055826,Most Affordable,6.0,655.7142857142857,67,970,7,0.9716055922055826,0.9716055922055826,0.9716055922055826
Sports Academy Iso Omena,13022,Sports Bar,60.162917,24.737653,755,0.9913163512624196,Most Affordable,6.0,613.0,70,976,10,0.9913163512624196,0.9913163512624196,0.9913163512624196
Burger King,13145,Fast Food Restaurant,60.161599,24.737573,714,0.9561804786440024,Most Affordable,5.7,611.0,100,995,10,0.9561804786440022,0.9561804786440024,0.9561804786440024
Rosso,13236,Italian Restaurant,60.161599,24.737573,714,0.99279305308101,Affordable,5.1,612.5454545454545,100,995,11,0.9927930530810101,0.99279305308101,0.99279305308101
HSL E3216 Piispantilankuja,19043,Bus Stop,60.162071,24.722891,194,0.9636763454840211,Not Listed,Not Rated,485.5,194,777,2,0.9636763454840211,0.9636763454840211,0.9636763454840211
HSL E3211 Friisilä,19043,Bus Stop,60.162447,24.722205,250,0.6830548466316753,Not Listed,Not Rated,496.5,250,743,2,0.6830548466316753,0.6830548466316753,0.6830548466316753
HSL E3213 / E3214 Friisilänkulma,19043,Bus Stop,60.162975,24.721446,322,0.9462127413685174,Not Listed,Not Rated,509.0,322,696,2,0.9462127413685174,0.9462127413685174,0.9462127413685174
HSL E3143 Kalastajamäki kp,19043,Bus Stop,60.157787,24.726443,325,0.0296945474390459,Not Listed,Not Rated,514.0,325,632,4,0.0296945474390459,0.0296945474390459,0.0296945474390459
Hesburger,13031,Burger Joint,60.163417,24.722598,335,0.9890691963210864,Most Affordable,Not Rated,417.75,95,633,4,0.9890691963210864,0.9890691963210864,0.9890691963210864
HSL E3270 Tähdenlennontie,19043,Bus Stop,60.163517,24.720895,389,0.806439704017592,Not Listed,Not Rated,453.25,84,692,4,0.806439704017592,0.806439704017592,0.806439704017592
HSL E3262 Friisinkalliontie,19043,Bus Stop,60.164097,24.725827,392,0.2286801174941012,Not Listed,Not Rated,590.4285714285714,284,956,7,0.2286801174941012,0.2286801174941012,0.2286801174941012
HSL E3137 Kalaonni,19043,Bus Stop,60.156372,24.726482,478,0.9542382947304217,Not Listed,Not Rated,590.25,330,931,4,0.9542382947304217,0.9542382947304217,0.9542382947304217
Tynnyripolku,16019,Hiking Trail,60.159956,24.734055,516,0.5129452175727517,Not Listed,Not Rated,629.0,345,938,10,0.5129452175727517,0.5129452175727517,0.5129452175727517
HSL E3261 Kuitinmäenraitti,19043,Bus Stop,60.165504,24.729746,609,0.556523972327892,Not Listed,Not Rated,563.75,163,826,8,0.556523972327892,0.556523972327892,0.556523972327892
Freja,13336,Scandinavian Restaurant,60.159321,24.736412,657,0.9884432031588578,Affordable,Not Rated,620.0,221,950,9,0.9884432031588578,0.9884432031588578,0.9884432031588578
Samba Kitchen,13276,Sushi Restaurant,60.161781,24.737125,693,0.0995971172212324,Affordable,Not Rated,579.3333333333334,98,876,9,0.0995971172212324,0.0995971172212324,0.0995971172212324
Spaghetteria,13236,Italian Restaurant,60.161683,24.737244,698,0.945313879391984,Affordable,Not Rated,533.5,102,791,4,0.945313879391984,0.945313879391984,0.945313879391984
Hammas Mehiläinen Hammaslääkärit Espoo Iso Omena,15007,Dentist,60.161599,24.737573,714,0.9841736087703248,Not Listed,Not Rated,527.4285714285714,100,823,7,0.9841736087703248,0.9841736087703248,0.9841736087703248
Champagne Bar,13025,Wine Bar,60.161135,24.73769,715,0.1752299321038185,Affordable,Not Rated,644.4166666666666,145,979,12,0.17522993210381851,0.1752299321038185,0.1752299321038185
Pretty Boy Wingery,13065,Restaurant,60.161135,24.73769,715,0.9905458981396768,Not Listed,Not Rated,644.4166666666666,145,979,12,0.9905458981396768,0.9905458981396768,0.9905458981396768
Oral Hammaslääkärit,15007,Dentist,60.162724,24.737099,719,0.54092229659235,Not Listed,Not Rated,578.875,80,970,8,0.54092229659235,0.54092229659235,0.54092229659235
Rax Pizzabuffet,13030,Buffet,60.161529,24.737713,721,0.0289240943163031,Not Listed,Not Rated,574.7,103,912,10,0.0289240943163031,0.0289240943163031,0.0289240943163031
Deliberi,13065,Restaurant,60.161405,24.737811,724,0.9995345179050096,Not Listed,Not Rated,613.9090909090909,115,990,11,0.9995345179050097,0.9995345179050096,0.9995345179050096
Evolation Yoga Helsinki,18028,Yoga Studio,60.166325,24.731901,747,0.0625672140094059,Not Listed,Not Rated,538.25,91,779,8,0.0625672140094059,0.0625672140094059,0.0625672140094059
Mr. Döner,13288,Kebab Restaurant,60.162556,24.737756,748,0.8562141859681225,Not Listed,Not Rated,539.1111111111111,39,904,9,0.8562141859681225,0.8562141859681225,0.8562141859681225
"HSL E3151 Matinkylä , Laituri 6",19043,Bus Stop,60.160287,24.738388,752,0.221986805990273,Not Listed,Not Rated,628.2,118,994,10,0.22198680599027304,0.221986805990273,0.221986805990273
Kainan,13146,Filipino Restaurant,60.162563,24.737861,754,0.2075247588321215,Affordable,Not Rated,539.1111111111111,34,910,9,0.2075247588321215,0.2075247588321215,0.2075247588321215
McGary's Wing Bar,13065,Restaurant,60.159975,24.738432,756,0.6737007866766944,Not Listed,Not Rated,655.5833333333334,105,995,12,0.6737007866766943,0.6737007866766944,0.6737007866766944
HSL E3117 Piispansilta,19043,Bus Stop,60.162923,24.737758,761,0.9943179082197716,Not Listed,Not Rated,575.1111111111111,68,980,9,0.9943179082197715,0.9943179082197716,0.9943179082197716
"HSL E3150 Matinkylä , Laituri 5",19043,Bus Stop,60.160252,24.738657,767,0.987672750036115,Not Listed,Not Rated,736.0,387,980,8,0.987672750036115,0.987672750036115,0.987672750036115
Ravintola Factory,13065,Restaurant,60.161868,24.738485,769,0.9930498707885907,Not Listed,Not Rated,578.75,59,988,8,0.9930498707885907,0.9930498707885907,0.9930498707885907
Kirjaston Lastenosasto,12080,Library,60.161868,24.738485,769,0.3033659170799826,Not Listed,Not Rated,610.0909090909091,59,988,11,0.3033659170799826,0.3033659170799826,0.3033659170799826
Itsudemo,13276,Sushi Restaurant,60.166379,24.732738,777,0.9751849890049918,Affordable,Not Rated,541.5,86,795,8,0.9751849890049918,0.9751849890049918,0.9751849890049918
Kung Food Panda,13099,Chinese Restaurant,60.160425,24.738897,779,0.9478660053610696,Most Affordable,Not Rated,654.25,104,965,12,0.9478660053610696,0.9478660053610696,0.9478660053610696
HSL E3233 Piispanristi,19043,Bus Stop,60.164667,24.736301,780,0.0539317185919969,Not Listed,Not Rated,572.875,224,849,8,0.0539317185919969,0.0539317185919969,0.0539317185919969
HSL E3222 Kivitie,19043,Bus Stop,60.166788,24.717905,786,0.5233784369432273,Not Listed,Not Rated,687.2,458,915,5,0.5233784369432273,0.5233784369432273,0.5233784369432273
McGary’s,13388,Wings Joint,60.159856,24.739029,791,0.6814176337458467,Most Affordable,Not Rated,605.2,70,964,10,0.6814176337458467,0.6814176337458467,0.6814176337458467
Luckiefun's,13276,Sushi Restaurant,60.160494,24.739151,793,0.9977207428452192,Affordable,Not Rated,625.3,99,950,10,0.997720742845219,0.9977207428452192,0.9977207428452192
Picnic,13334,Sandwich Spot,60.161749,24.739082,799,0.3930113481324537,Most Affordable,Not Rated,640.0,81,984,12,0.3930113481324537,0.3930113481324537,0.3930113481324537
HSL E3116 Kala-Matti,19043,Bus Stop,60.157812,24.738258,806,0.1003675703439752,Not Listed,Not Rated,529.875,116,806,8,0.1003675703439752,0.1003675703439752,0.1003675703439752
"HSL E3147 Matinkylä , Laituri 2",19043,Bus Stop,60.160147,24.739463,812,0.076900852313767,Not Listed,Not Rated,626.7272727272727,60,936,11,0.076900852313767,0.076900852313767,0.076900852313767
Mezza,13302,Mediterranean Restaurant,60.215372,24.811706,846,0.9848798574661722,Affordable,8.8,577.0625,217,936,16,0.9848798574661722,0.9848798574661722,0.9848798574661722
Kathmandu Palace,13194,Himalayan Restaurant,60.222311,24.813504,475,0.986918348020096,Not Listed,8.7,553.4705882352941,147,995,17,0.9869183480200961,0.986918348020096,0.986918348020096
Espoon kaupunki Sellon kirjasto,12080,Library,60.217506,24.809773,586,0.9988764225293334,Not Listed,8.0,542.6774193548387,146,987,17,0.5779915509045316,0.066917063931558,0.9988764225293334
Teidän Sushi,13276,Sushi Restaurant,60.22504,24.81186,497,0.9901125182581338,Affordable,7.7,584.4666666666667,139,928,15,0.9901125182581338,0.9901125182581338,0.9901125182581338
Fuku Supreme,13263,Japanese Restaurant,60.217929,24.809821,546,0.9895667806295244,Affordable,6.9,588.1111111111111,158,999,17,0.9895667806295244,0.9895667806295244,0.9895667806295244
William K. Sello,13006,Beer Bar,60.217964,24.809552,525,0.9980096627662476,Expensive,6.5,566.7647058823529,182,964,17,0.9980096627662476,0.9980096627662476,0.9980096627662476
Hanko Aasia,13276,Sushi Restaurant,60.218087,24.810646,556,0.9752331423251632,Affordable,6.4,575.3333333333334,130,980,18,0.9752331423251631,0.9752331423251632,0.9752331423251632
Ravintola Base,13065,Restaurant,60.217343,24.81133,645,0.9967897786552384,Affordable,6.0,524.125,59,900,16,0.9967897786552384,0.9967897786552384,0.9967897786552384
Ravintola Lime Leaf,13032,"Cafe, Coffee, and Tea House",60.218251,24.808296,477,0.9900162116177912,Affordable,5.9,581.8823529411765,152,927,17,0.9900162116177912,0.9900162116177912,0.9900162116177912
Il Gabbiano,13236,Italian Restaurant,60.218209,24.80846,485,0.9899520071908958,Affordable,5.4,579.5294117647059,156,933,17,0.9899520071908959,0.9899520071908958,0.9899520071908958
Kung Food Panda,13102,Cantonese Restaurant,60.218795,24.813511,607,0.9678496332322114,Most Affordable,5.4,571.2631578947369,21,975,18,0.9678496332322113,0.9678496332322114,0.9678496332322114
Mandarin Palace,13099,Chinese Restaurant,60.218087,24.810646,556,0.99144476011621,Affordable,4.8,575.3333333333334,130,980,18,0.99144476011621,0.99144476011621,0.99144476011621
Hesburger Sello,13145,Fast Food Restaurant,60.2183,24.811516,566,0.96813855315324,Affordable,4.7,564.2222222222222,121,975,18,0.96813855315324,0.96813855315324,0.96813855315324
HSL E1012 Gransinmäki,19043,Bus Stop,60.222845,24.803803,93,0.9735477761191634,Not Listed,Not Rated,416.2,93,839,5,0.9735477761191633,0.9735477761191634,0.9735477761191634
HSL E1013 Gransinmäki,19043,Bus Stop,60.221536,24.80631,107,0.9614612927561356,Not Listed,Not Rated,514.6363636363636,107,879,11,0.9614612927561356,0.9614612927561356,0.9614612927561356
HSL E1056 Gransinmäenportti,19043,Bus Stop,60.220049,24.804399,240,0.9743021781351824,Not Listed,Not Rated,526.7272727272727,240,705,11,0.9743021781351824,0.9743021781351824,0.9743021781351824
HSL E1031 Läkkisepänkuja,19043,Bus Stop,60.221224,24.809633,282,0.2475883212147477,Not Listed,Not Rated,552.8,192,968,15,0.2475883212147477,0.2475883212147477,0.2475883212147477
Ravintola Amar,13199,Indian Restaurant,60.221188,24.810218,303,0.9603537663921928,Affordable,Not Rated,546.7333333333333,170,945,14,0.9603537663921929,0.9603537663921928,0.9603537663921928
Stadin Chili,13145,Fast Food Restaurant,60.223296,24.810036,308,0.0743647774514052,Affordable,Not Rated,522.2857142857143,131,904,7,0.0743647774514052,0.0743647774514052,0.0743647774514052
Leppävaaran hammaslääkärikeskus Helmi Oy,15007,Dentist,60.220893,24.811847,410,0.2918572735590119,Not Listed,Not Rated,514.6,70,878,15,0.2918572735590119,0.2918572735590119,0.2918572735590119
HSL E1032 Leppävaaran as. Laituri 11,19043,Bus Stop,60.219384,24.810415,436,0.9957304056114668,Not Listed,Not Rated,524.9375,193,841,16,0.9957304056114668,0.9957304056114668,0.9957304056114668
HSL E1029 Leppävaaran as. Laituri 12,19043,Bus Stop,60.219355,24.810789,453,0.9950402080223432,Not Listed,Not Rated,549.2352941176471,178,993,17,0.9950402080223432,0.9950402080223432,0.9950402080223432
Pancho Villa,13303,Mexican Restaurant,60.218225,24.807876,471,0.9876085456092196,Most Affordable,Not Rated,516.8461538461538,134,925,13,0.9876085456092196,0.9876085456092196,0.9876085456092196
Erikoishammasteknikko Markku Kari,15007,Dentist,60.222782,24.813492,478,0.672252451806552,Not Listed,Not Rated,461.75,133,721,12,0.672252451806552,0.672252451806552,0.672252451806552
Loc Grilli,13145,Fast Food Restaurant,60.220543,24.812953,481,0.9881863854512768,Most Affordable,Not Rated,535.2666666666667,36,983,14,0.9881863854512768,0.9881863854512768,0.9881863854512768
Tung Hing,13099,Chinese Restaurant,60.221631,24.813544,481,0.9828574180189724,Most Affordable,Not Rated,501.2,74,772,15,0.9828574180189723,0.9828574180189724,0.9828574180189724
HSL Leppävaaran linja-autoterminaali,19042,Bus Station,60.219347,24.811478,481,0.995553843437505,Not Listed,Not Rated,566.8333333333334,146,978,18,0.995553843437505,0.995553843437505,0.995553843437505
HSL E1027 Leppävaaran as. Laituri 13,19043,Bus Stop,60.219347,24.811478,481,0.988764225293334,Not Listed,Not Rated,566.8333333333334,146,978,18,0.988764225293334,0.988764225293334,0.988764225293334
Sizzle Station,13289,Korean Restaurant,60.218105,24.808475,495,0.9776729105471822,Affordable,Not Rated,504.22222222222223,149,862,9,0.9776729105471822,0.9776729105471822,0.9776729105471822
Leppävaaran hammaslääkäri,15007,Dentist,60.221111,24.813616,496,0.5848220734819666,Not Listed,Not Rated,514.4375,31,821,15,0.5848220734819666,0.5848220734819666,0.5848220734819666
Taste of India,13199,Indian Restaurant,60.221007,24.81363,499,0.9956822522912956,Affordable,Not Rated,542.3529411764706,29,987,17,0.9956822522912956,0.9956822522912956,0.9956822522912956
Ravintola Mr. Sindbad,13309,Middle Eastern Restaurant,60.221007,24.81363,499,0.3883244249691016,Affordable,Not Rated,514.5625,29,832,16,0.3883244249691016,0.3883244249691016,0.3883244249691016
Ravintola Minttu Bistro,13065,Restaurant,60.221007,24.81363,499,0.4650487151089068,Not Listed,Not Rated,514.5625,29,832,16,0.4650487151089068,0.4650487151089068,0.4650487151089068
HSL E1037 Leppävaaran as. Laituri 23,19043,Bus Stop,60.218924,24.81143,512,0.9775766039068394,Not Listed,Not Rated,584.3157894736842,137,988,19,0.9775766039068393,0.9775766039068394,0.9775766039068394
chopCHOP,13072,Asian Restaurant,60.218097,24.809163,513,0.957063289513812,Affordable,Not Rated,502.14285714285717,181,881,14,0.957063289513812,0.957063289513812,0.957063289513812
"HSL E1010 Leppävaaran keskus, Laituri 31",19043,Bus Stop,60.219746,24.812798,514,0.9781223415354487,Not Listed,Not Rated,592.3157894736842,69,974,19,0.9781223415354487,0.9781223415354487,0.9781223415354487
HSL E1025 Leppävaaran as. Laituri 15,19043,Bus Stop,60.219255,24.812495,531,0.9648480762748592,Not Listed,Not Rated,558.0,92,924,16,0.9648480762748592,0.9648480762748592,0.9648480762748592
Pizza Cartel Leppävaara,13288,Kebab Restaurant,60.224461,24.813473,535,0.9850885218535818,Not Listed,Not Rated,503.9166666666667,101,909,12,0.9850885218535818,0.9850885218535818,0.9850885218535818
Espoon kaupunki Sellon kirjasto,12080,Library,60.217506,24.809773,586,0.066917063931558,Not Listed,Not Rated,542.6774193548387,146,987,17,0.5779915509045316,0.066917063931558,0.9988764225293334
Hsl Kuljettajatila,19042,Bus Station,60.218761,24.812986,587,0.2543137349320236,Not Listed,Not Rated,551.3333333333334,50,946,18,0.2543137349320236,0.2543137349320236,0.2543137349320236
Memosha,13288,Kebab Restaurant,60.218808,24.81372,615,0.8419447520906567,Not Listed,Not Rated,755.1428571428571,561,971,7,0.8419447520906568,0.8419447520906567,0.8419447520906567
Chilango,13303,Mexican Restaurant,60.218717,24.813944,631,0.0242050689395033,Most Affordable,Not Rated,558.375,9,987,16,0.0242050689395033,0.0242050689395033,0.0242050689395033
Naughty BRGR,13031,Burger Joint,60.21744,24.81121,633,0.9954414856904384,Most Affordable,Not Rated,488.42857142857144,67,909,14,0.9954414856904384,0.9954414856904384,0.9954414856904384
Kfc,13055,Fried Chicken Joint,60.218502,24.813868,643,0.9954093834769908,Most Affordable,Not Rated,524.0,33,908,16,0.9954093834769907,0.9954093834769908,0.9954093834769908
Fafa's,13144,Falafel Restaurant,60.217583,24.812619,643,0.0671578305324152,Most Affordable,Not Rated,478.57142857142856,43,867,14,0.0671578305324152,0.0671578305324152,0.0671578305324152
Ravintola Villa Lilla,13065,Restaurant,60.222727,24.816727,655,0.9864528659251056,Not Listed,Not Rated,551.0,112,966,14,0.9864528659251056,0.9864528659251056,0.9864528659251056
HSL E1129 Ratsutori,19043,Bus Stop,60.217541,24.812783,676,0.6654949358758286,Not Listed,Not Rated,495.3333333333333,34,830,15,0.6654949358758286,0.6654949358758286,0.6654949358758286
Nepal Palace,13199,Indian Restaurant,60.216838,24.810817,679,0.9942216015794288,Affordable,Not Rated,498.7142857142857,101,913,12,0.9942216015794288,0.9942216015794288,0.9942216015794288
HSL E1116 Leppävaara,19043,Bus Stop,60.218949,24.815923,707,0.9937240172709908,Not Listed,Not Rated,536.8823529411765,112,987,17,0.9937240172709908,0.9937240172709908,0.9937240172709908
HSL E1113 Sokerilinnantie,19043,Bus Stop,60.217752,24.814447,722,0.438773053402032,Not Listed,Not Rated,550.0,120,976,17,0.438773053402032,0.438773053402032,0.438773053402032
Näköalaravintola Haikaranpesä,13030,Buffet,60.161522,24.764973,481,0.9572077494743264,Affordable,7.9,607.5714285714286,190,901,7,0.9572077494743264,0.9572077494743264,0.9572077494743264
Orient Express,13356,Turkish Restaurant,60.16044,24.738314,997,0.9975120784578096,Affordable,6.7,690.0,130,997,14,0.9975120784578096,0.9975120784578096,0.9975120784578096
Puosun Grilli,13145,Fast Food Restaurant,60.162199,24.739547,934,0.9716055922055826,Most Affordable,6.0,655.7142857142857,67,970,7,0.9716055922055826,0.9716055922055826,0.9716055922055826
HSL E3132 Iirislahti,19043,Bus Stop,60.16096,24.755393,52,0.9579942537037928,Not Listed,Not Rated,579.3333333333334,52,866,6,0.9579942537037928,0.9579942537037928,0.9579942537037928
HSL E3134 Telamäentie,19043,Bus Stop,60.161629,24.760103,218,0.97163769441903,Not Listed,Not Rated,636.3333333333334,218,882,6,0.97163769441903,0.97163769441903,0.97163769441903
Mediateket,12031,College Library,60.163895,24.751238,418,0.0961461292756135,Not Listed,Not Rated,642.2,361,928,5,0.0961461292756135,0.0961461292756135,0.0961461292756135
The library,12031,College Library,60.163848,24.750506,442,0.1423733166401823,Not Listed,Not Rated,539.0,330,845,3,0.1423733166401823,0.1423733166401823,0.1423733166401823
HSL E3125 Matinniitty,19043,Bus Stop,60.159615,24.748349,469,0.9541098858766311,Not Listed,Not Rated,493.8333333333333,240,903,6,0.9541098858766311,0.9541098858766311,0.9541098858766311
E2337 Haukilahdenranta,19043,Bus Stop,60.158902,24.764228,501,0.1676538097301809,Not Listed,Not Rated,631.4285714285714,329,965,7,0.1676538097301809,0.1676538097301809,0.1676538097301809
HSL E3124 Matinniitty,19043,Bus Stop,60.159343,24.745749,615,0.2417457183672814,Not Listed,Not Rated,495.25,255,822,8,0.2417457183672814,0.2417457183672814,0.2417457183672814
Matinkylän pururata,16019,Hiking Trail,60.154619,24.759649,743,0.9491661450056982,Not Listed,Not Rated,680.8571428571429,437,818,7,0.9491661450056982,0.9491661450056982,0.9491661450056982
JST Consulting Oy,13065,Restaurant,60.16791,24.754112,766,0.4745830725028491,Not Listed,Not Rated,732.0,589,966,6,0.4745830725028491,0.4745830725028491,0.4745830725028491
kateW,13067,African Restaurant,60.156725,24.767115,770,0.6305356254313735,Affordable,Not Rated,691.125,209,956,8,0.6305356254313735,0.6305356254313735,0.6305356254313735
Kurim,13068,American Restaurant,60.155808,24.745449,840,0.7697468740469655,Affordable,Not Rated,627.9,27,996,10,0.7697468740469655,0.7697468740469655,0.7697468740469655
HSL E3105 Anjankuja,19043,Bus Stop,60.157964,24.742247,851,0.3993996886085295,Not Listed,Not Rated,527.75,230,867,8,0.3993996886085295,0.3993996886085295,0.3993996886085295
Koukkupolku,16019,Hiking Trail,60.154877,24.765312,852,0.9879937721705911,Not Listed,Not Rated,724.4285714285714,429,977,7,0.9879937721705911,0.9879937721705911,0.9879937721705911
O'Plaza restaurant,13065,Restaurant,60.163588,24.74157,860,0.9828253158055248,Not Listed,Not Rated,492.57142857142856,219,860,7,0.9828253158055248,0.9828253158055248,0.9828253158055248
HSL E2357 Haukiverkko,19043,Bus Stop,60.158443,24.770994,864,0.968299064220478,Not Listed,Not Rated,602.75,77,900,8,0.968299064220478,0.968299064220478,0.968299064220478
Ravintola Kosi,13218,North Indian Restaurant,60.161115,24.740648,865,0.97736793951943,Not Listed,Not Rated,611.3636363636364,147,980,11,0.97736793951943,0.97736793951943,0.97736793951943
HSL E3126 Nelikko,19043,Bus Stop,60.162003,24.740577,875,0.9631627100688592,Not Listed,Not Rated,578.8,128,914,10,0.9631627100688591,0.9631627100688592,0.9631627100688592
Hammaslääkäri Merikallio Minna,15007,Dentist,60.161469,24.74044,877,0.5127205020786183,Not Listed,Not Rated,564.2222222222222,153,880,9,0.5127205020786183,0.5127205020786183,0.5127205020786183
HSL E3159 Matinkylä,19043,Bus Stop,60.160665,24.740183,892,0.9836920755686104,Not Listed,Not Rated,611.6363636363636,96,931,11,0.9836920755686104,0.9836920755686104,0.9836920755686104
HSL E3158 Matinkylä,19043,Bus Stop,60.160714,24.740123,895,0.9977046917384954,Not Listed,Not Rated,612.4545454545455,102,936,11,0.9977046917384954,0.9977046917384954,0.9977046917384954
HSL E3107 Akselinpolku,19043,Bus Stop,60.155296,24.744834,904,0.4617421871238021,Not Listed,Not Rated,627.0,45,965,9,0.4617421871238021,0.4617421871238021,0.4617421871238021
Niittykummun Helmi,13049,Diner,60.167719,24.765858,905,0.8907561676377587,Most Affordable,Not Rated,620.5,372,905,6,0.8907561676377588,0.8907561676377587,0.8907561676377587
"HSL E3146 Matinkylä , Laituri 1",19043,Bus Stop,60.160375,24.739748,918,0.4219354424487568,Not Listed,Not Rated,643.3333333333334,70,947,12,0.42193544244875686,0.4219354424487568,0.4219354424487568
"HSL E3147 Matinkylä , Laituri 2",19043,Bus Stop,60.160147,24.739463,936,0.076900852313767,Not Listed,Not Rated,626.7272727272727,60,936,11,0.076900852313767,0.076900852313767,0.076900852313767
"HSL E3149 Matinkylä , Laituri 4",19043,Bus Stop,60.160147,24.739463,936,0.6630872698672573,Not Listed,Not Rated,586.2222222222222,60,936,9,0.6630872698672573,0.6630872698672573,0.6630872698672573
Leili Pub,13018,Pub,60.16014,24.739359,942,0.995890916678705,Most Affordable,Not Rated,627.5454545454545,64,942,10,0.9958909166787051,0.995890916678705,0.995890916678705
Capella Bistro,13003,Bar,60.162559,24.739444,945,0.9884913564790292,Affordable,Not Rated,592.8,60,998,10,0.9884913564790292,0.9884913564790292,0.9884913564790292
Luckiefun's,13276,Sushi Restaurant,60.160494,24.739151,950,0.9977207428452192,Affordable,Not Rated,625.3,99,950,10,0.997720742845219,0.9977207428452192,0.9977207428452192
Picnic,13334,Sandwich Spot,60.161749,24.739082,954,0.3930113481324537,Most Affordable,Not Rated,640.0,81,984,12,0.3930113481324537,0.3930113481324537,0.3930113481324537
Happy Friends,13065,Restaurant,60.167988,24.766771,959,0.9951686168761336,Not Listed,Not Rated,615.3333333333334,367,959,6,0.9951686168761334,0.9951686168761336,0.9951686168761336
McGary’s,13388,Wings Joint,60.159856,24.739029,964,0.6814176337458467,Most Affordable,Not Rated,605.2,70,964,10,0.6814176337458467,0.6814176337458467,0.6814176337458467
Kung Food Panda,13099,Chinese Restaurant,60.160425,24.738897,965,0.9478660053610696,Most Affordable,Not Rated,654.25,104,965,12,0.9478660053610696,0.9478660053610696,0.9478660053610696
Pizza Hut Matinkylä,13064,Pizzeria,60.162581,24.738966,972,0.9883308454117912,Most Affordable,Not Rated,565.6666666666666,37,972,9,0.9883308454117912,0.9883308454117912,0.9883308454117912
HSL E3111 Piispanaukio,19043,Bus Stop,60.162581,24.738966,972,0.7160880242692733,Not Listed,Not Rated,565.6666666666666,37,972,9,0.7160880242692733,0.7160880242692733,0.7160880242692733
HSL E3110 Piispanaukio,19043,Bus Stop,60.162685,24.738952,975,0.9987480136755428,Not Listed,Not Rated,554.875,43,975,8,0.9987480136755428,0.9987480136755428,0.9987480136755428
